pwsId,longitude,latitude,countryCode,country,locId,address,city
KTXMIDLA327,-102.075,31.997,US,United States,USTX0888:1:US,"Midland, Texas, United States",Midland
KMIMIDLA61,-84.247,43.616,US,United States,USMI0554:1:US,"Midland, Michigan, United States",Midland
KGAMIDLA2,-84.827,32.575,US,United States,USGA0372:1:US,"Midland, Georgia, United States",Midland
IMIDLAND5,-79.886,44.75,CA,Canada,CAXX0663:1:CA,"Midland, Ontario, Canada",Midland
KPAMIDLA4,-80.446,40.633,US,United States,USPA1041:1:US,"Midland, Pennsylvania, United States",Midland
KNCMIDLA6,-80.501,35.227,US,United States,USNC0447:1:US,"Midland, North Carolina, United States",Midland
KVAMIDLA13,-77.724,38.598,US,United States,USVA0499:1:US,"Midland, Virginia, United States",Midland
IMALAGAM6,-4.638,36.596,ES,Spain,ESXX0641:1:ES,"Mijas, Málaga, Spain",Mijas
IMIJAS67,-4.671,36.556,ES,Spain,ESMA0084:1:ES,"Mijas Golf, Mijas, Málaga, Spain",Mijas
ILOMBARD330,9.189,45.464,IT,Italy,ITLM1128:1:IT,"Milan, Milan, Italy",Milan
KMIMILAN7,-83.683,42.085,US,United States,USMI0556:1:US,"Milan, Michigan, United States",Milan
KOHMILAN10,-82.605,41.298,US,United States,USOH0602:1:US,"Milan, Ohio, United States",Milan
KTNMILAN5,-88.759,35.92,US,United States,USTN0330:1:US,"Milan, Tennessee, United States",Milan
KILROCKI10,-90.572,41.453,US,United States,USIL0768:1:US,"Milan, Illinois, United States",Milan
KINMILAN8,-85.131,39.121,US,United States,USIN0417:1:US,"Milan, Indiana, United States",Milan
KNMGRANT5,-107.898,35.18,US,United States,USNM0202:1:US,"Milan, New Mexico, United States",Milan
KNYREDHO31,-73.809,41.978,US,United States,USNY0452:1:US,"Milan, New York, United States",Milan
KCTMILFO98,-73.057,41.222,US,United States,USCT0121:1:US,"Milford, Connecticut, United States",Milford
KDEMILFO16,-75.428,38.913,US,United States,USDE0036:1:US,"Milford, Delaware, United States",Milford
KMAMILFO31,-71.519,42.141,US,United States,USMA0255:1:US,"Milford, Massachusetts, United States",Milford
KOHMILFO2,-84.296,39.175,US,United States,USOH0603:1:US,"Milford, Ohio, United States",Milford
KMIMILFO41,-83.6,42.592,US,United States,USMI0557:1:US,"Milford, Michigan, United States",Milford
KPAMILFO31,-74.802,41.322,US,United States,USPA1051:1:US,"Milford, Pennsylvania, United States",Milford
KNHMILFO33,-71.65,42.836,US,United States,USNH0145:1:US,"Milford, New Hampshire, United States",Milford
IMILLA24,3.078,44.101,FR,France,FRXX0122:1:FR,"Millau, Aveyron, France",Millau
KWIMILWA313,-87.923,43.035,US,United States,USWI0455:1:US,"Milwaukee, Wisconsin, United States",Milwaukee
KWIWESTA22,-88.039,43.033,US,United States,USWI0777:1:US,"Milwaukee County Zoo, Milwaukee, Wisconsin, United States",Milwaukee
KWIGLEND7,-87.926,43.115,US,United States,USWI0775:1:US,"Milwaukee River Parkway, Milwaukee, Wisconsin, United States",Milwaukee
IVILAC4,-8.723,41.313,PT,Portugal,PTXX9562:1:PT,"Mindelo, Porto, Portugal",Mindelo
ISOFILIP2,-24.986,16.887,CV,Cape Verde,CVXX0017:1:CV,"Mindelo, São Vicente, Cape Verde",Mindelo
KMNMINNE624,-93.265,44.977,US,United States,USMN0503:1:US,"Minneapolis, Minnesota, United States",Minneapolis
KKSMINNE10,-97.707,39.122,US,United States,USKS0386:1:US,"Minneapolis, Kansas, United States",Minneapolis
KMNMINNE606,-93.238,44.937,US,United States,USMN0503:1:US,"South Minneapolis, Minneapolis, Minnesota, United States",Minneapolis
KNDMINOT72,-101.296,48.233,US,United States,USND0242:1:US,"Minot, North Dakota, United States",Minot
KMEPOLAN13,-70.321,44.086,US,United States,USME0251:1:US,"Minot, Maine, United States",Minot
ICHALO13,4.879,47.67,FR,France,FRBO0799:1:FR,"Minot, Côte-d’Or, France",Minot
KNDMINOT72,-101.282,48.236,US,United States,USND0242:1:US,"Minot Commercial Historic District, Minot, North Dakota, United States",Minot
IMINSK40,27.688,53.865,BY,Belarus,BYMI0047:1:BY,"Minsk, Minsk, Belarus",Minsk
KFLMIRAM3,-80.232,25.987,US,United States,USFL0560:1:US,"Miramar, Florida, United States",Miramar
IBUENOSA333,-57.839,-38.27,AR,Argentina,ARBA7607:1:AR,"Miramar, Buenos Aires Province, Argentina",Miramar
IALTAM14,-97.871,22.333,MX,Mexico,MXNL7261:1:MX,"Miramar, Tamaulipas, Mexico",Miramar
IMIRAM10,-0.142,38.951,ES,Spain,ESVC0058:1:ES,"Miramar, Valencia, Spain",Miramar
ISANJU82,-62.679,-30.918,AR,Argentina,ARCA5143:1:AR,"Miramar, Córdoba, Argentina",Miramar
KINMISHA35,-86.181,41.661,US,United States,USIN0425:1:US,"Mishawaka, Indiana, United States",Mishawaka
IMISSI40,-79.644,43.59,CA,Canada,CAXX0295:1:CA,"Mississauga, Ontario, Canada",Mississauga
IMISSI40,-79.624,43.594,CA,Canada,CAON1397:1:CA,"Mississauga Valley, Mississauga, Ontario, Canada",Mississauga
KMTMISSO203,-113.995,46.87,US,United States,USMT0231:1:US,"Missoula, Montana, United States",Missoula
KMTMISSO124,-113.944,46.871,US,United States,USMT0231:1:US,"East Missoula, Montana, United States",Missoula
KUTMOAB30,-109.546,38.574,US,United States,USUT0165:1:US,"Moab, Utah, United States",Moab
KALMOBIL211,-88.043,30.694,US,United States,USAL0371:1:US,"Mobile, Alabama, United States",Mobile
ITORSC1,-52.84,47.245,CA,Canada,CANF0634:1:CA,"Mobile, Newfoundland and Labrador, Canada",Mobile
KAZMARIC144,-112.229,33.008,US,United States,USAZ0400:1:US,"Mobile, Arizona, United States",Mobile
KALMOBIL129,-88.214,30.697,US,United States,USAL0490:1:US,"Mobile Terrace, Mobile, Alabama, United States",Mobile
IMODEN15,10.926,44.646,IT,Italy,ITXX0043:1:IT,"Modena, Modena, Italy",Modena
KNYMODEN2,-74.103,41.668,US,United States,USNY0932:1:US,"Modena, New York, United States",Modena
KUTBERYL4,-113.924,37.799,US,United States,USUT0166:1:US,"Modena, Utah, United States",Modena
KCAMODES117,-120.997,37.639,US,United States,USCA0714:1:US,"Modesto, California, United States",Modesto
KILMODES3,-89.982,39.478,US,United States,USIL0784:1:US,"Modesto, Illinois, United States",Modesto
KCAMODES100,-121.03,37.621,US,United States,USCA0714:1:US,"West Modesto, California, United States",Modesto
KCAMODES21,-120.942,37.665,US,United States,USCA0352:1:US,"East Modesto, Modesto, California, United States",Modesto
KCAMODES118,-120.989,37.648,US,United States,USCA0714:1:US,"Vintage Modesto East McHenry, Modesto, California, United States",Modesto
IMODIC8,14.761,36.859,IT,Italy,ITXX0232:1:IT,"Modica, Ragusa, Italy",Modica
IMOENA7,11.659,46.377,IT,Italy,ITTA2188:1:IT,"Moena, Trentino, Italy",Moena
ISDCELBA2,45.342,2.035,SO,Somalia,SOXX0002:1:SO,"Mogadishu, Banaadir, Somalia",Mogadishu
IMOGID5,-46.191,-23.524,BR,Brazil,BRXX0296:1:BR,"Mogi das Cruzes, São Paulo, Brazil",Mogi das Cruzes
IWNYANTU2,30.764,1.142,UG,Uganda,UGXX4630:1:UG,"Mombasa, Kibuube, Uganda",Mombasa
IMNCHE55,6.435,51.195,DE,Germany,DEXX0086:1:DE,"Mönchengladbach, North Rhine-Westphalia, Germany",Mönchengladbach
IMONCTON12,-64.8,46.098,CA,Canada,CAXX9203:1:CA,"Moncton, New Brunswick, Canada",Moncton
IMONCT22,-64.839,46.094,CA,Canada,CAXX9203:1:CA,"Moncton Coliseum, Moncton, New Brunswick, Canada",Moncton
IRGIONWA126,3.952,50.455,BE,Belgium,BEXX0014:1:BE,"Mons, Hainaut, Belgium",Mons
INORDRHE241,6.241,50.554,DE,Germany,DENW0951:1:DE,"Monschau, North Rhine-Westphalia, Germany",Monschau
IFRAIB6,-50.981,-27.224,BR,Brazil,BRXX2611:1:BR,"Monte Carlo, Santa Catarina, Brazil",Monte Carlo
IMONTE96,-77.897,18.487,JM,Jamaica,JMXX1534:1:JM,"Montego Bay, Saint James, Jamaica",Montego Bay
IMONTEPU9,11.781,43.093,IT,Italy,ITXX0201:1:IT,"Montepulciano, Siena, Italy",Montepulciano
ITOSCANA306,11.857,43.135,IT,Italy,ITTO1691:1:IT,"Montepulciano Stazione, Montepulciano, Siena, Italy",Montepulciano
KCAMONTE140,-121.895,36.6,US,United States,USCA0724:1:US,"Monterey, California, United States",Monterey
KTNMONTE19,-85.268,36.148,US,United States,USTN0341:1:US,"Monterey, Tennessee, United States",Monterey
KLAMONTE6,-91.718,31.45,US,United States,USLA0321:1:US,"Monterey, Louisiana, United States",Monterey
KVAMONTE11,-79.579,38.412,US,United States,USVA0514:1:US,"Monterey, Virginia, United States",Monterey
KINMONTE4,-86.483,41.157,US,United States,USIN0434:1:US,"Monterey, Indiana, United States",Monterey
KMAMONTE8,-73.225,42.189,US,United States,USMA0267:1:US,"Monterey, Massachusetts, United States",Monterey
IMONTE532,-56.191,-34.906,UY,Uruguay,UYXX0468:1:UY,"Montevideo, Montevideo, Uruguay",Montevideo
KMNMONTE4,-95.724,44.943,US,United States,USMN0510:1:US,"Montevideo, Minnesota, United States",Montevideo
KALMONTG65,-86.301,32.367,US,United States,USAL0375:1:US,"Montgomery, Alabama, United States",Montgomery
KTXMONTG112,-95.696,30.388,US,United States,USTX0911:1:US,"Montgomery, Texas, United States",Montgomery
KILMONTG20,-88.346,41.731,US,United States,USIL0793:1:US,"Montgomery, Illinois, United States",Montgomery
KNYMONTG50,-74.237,41.528,US,United States,USNY0941:1:US,"Montgomery, New York, United States",Montgomery
KOHCINCI305,-84.354,39.228,US,United States,USOH1360:1:US,"Montgomery, Ohio, United States",Montgomery
KWVMONTG3,-81.328,38.18,US,United States,USWV0504:1:US,"Montgomery, West Virginia, United States",Montgomery
IMONTL56,2.607,46.34,FR,France,FRAU2074:1:FR,"Montluçon, Allier, France",Montluçon
KOHMONTP14,-84.606,41.584,US,United States,USOH0624:1:US,"Montpelier, Ohio, United States",Montpelier
KVTMONTP5,-72.575,44.26,US,United States,USVT0147:1:US,"Montpelier, Vermont, United States",Montpelier
KINPONET2,-85.277,40.554,US,United States,USIN0439:1:US,"Montpelier, Indiana, United States",Montpelier
KVAMONTP34,-77.684,37.821,US,United States,USVA0515:1:US,"Montpelier, Virginia, United States",Montpelier
KIDMONTP5,-111.298,42.322,US,United States,USID0167:1:US,"Montpelier, Idaho, United States",Montpelier
IPORTA73,-76.383,17.889,JM,Jamaica,JMXX1802:1:JM,"Montpelier, Saint Thomas, Jamaica",Montpelier
KLAAMITE13,-90.651,30.694,US,United States,USLA0367:1:US,"Montpelier, Louisiana, United States",Montpelier
KIAMUSCA38,-90.807,41.459,US,United States,USIA0586:1:US,"Montpelier, Iowa, United States",Montpelier
KNDMONTP5,-98.588,46.7,US,United States,USND0247:1:US,"Montpelier, North Dakota, United States",Montpelier
IMONTP39,3.877,43.611,FR,France,FRXX0068:1:FR,"Montpellier, Hérault, France",Montpellier
ILACSI4,-75.164,45.856,CA,Canada,CAQC3122:1:CA,"Montpellier, Quebec, Canada",Montpellier
IMONTR92,-73.61,45.497,CA,Canada,CAXX2463:1:CA,"Montreal, Quebec, Canada",Montreal
KWIGILE5,-90.246,46.428,US,United States,USWI0466:1:US,"Montreal, Wisconsin, United States",Montreal
KMOCAMDE43,-92.592,37.969,US,United States,USMO0602:1:US,"Montreal, Missouri, United States",Montreal
IMONTREU226,6.913,46.431,CH,Switzerland,CHXX0022:1:CH,"Montreux, Vaud, Switzerland",Montreux
IBADON1,6.883,48.535,FR,France,FRLO1103:1:FR,"Montreux, Meurthe-et-Moselle, France",Montreux
IMONZA49,9.274,45.583,IT,Italy,ITXX0049:1:IT,"Monza, Monza and Brianza, Italy",Monza
IMOOSE10,-105.543,50.402,CA,Canada,CAXX0305:1:CA,"Moose Jaw, Saskatchewan, Canada",Moose Jaw
KCAMOREN6,-117.231,33.938,US,United States,USCA0730:1:US,"Moreno Valley, California, United States",Moreno Valley
KCAMOREN39,-117.209,33.889,US,United States,USCA9293:1:US,"Moreno Valley Ranch, Moreno Valley, California, United States",Moreno Valley
KWVMORGA25,-79.956,39.63,US,United States,USWV0507:1:US,"Morgantown, West Virginia, United States",Morgantown
KKYMORGA20,-86.684,37.226,US,United States,USKY1169:1:US,"Morgantown, Kentucky, United States",Morgantown
KPAMORGA6,-75.89,40.155,US,United States,USPA1096:1:US,"Morgantown, Pennsylvania, United States",Morgantown
KINMORGA4,-86.262,39.371,US,United States,USIN0443:1:US,"Morgantown, Indiana, United States",Morgantown
IMAYOT3,43.254,-11.693,KM,Comoros,KMXX0259:1:KM,"Moroni, Grande Comore, Comoros",Moroni
KUTMORON4,-111.59,39.525,US,United States,USUT0173:1:US,"Moroni, Utah, United States",Moroni
KCAMORRO69,-120.85,35.366,US,United States,USCA0733:1:US,"Morro Bay, California, United States",Morro Bay
IMORZI1,6.709,46.18,FR,France,FRXX0251:1:FR,"Morzine, Haute-Savoie, France",Morzine
KIDMOSCO55,-117.0,46.732,US,United States,USID0170:1:US,"Moscow, Idaho, United States",Moscow
KTXMOSCO5,-94.825,30.913,US,United States,USTX0919:1:US,"Moscow, Texas, United States",Moscow
KPAMOSCO2,-75.519,41.337,US,United States,USPA1102:1:US,"Moscow, Pennsylvania, United States",Moscow
KTNMOSCO8,-89.404,35.062,US,United States,USTN0346:1:US,"Moscow, Tennessee, United States",Moscow
KIAWILTO17,-91.083,41.575,US,United States,USIA0594:1:US,"Moscow, Iowa, United States",Moscow
KKSHUGOT12,-101.206,37.324,US,United States,USKS0396:1:US,"Moscow, Kansas, United States",Moscow
KOHMOSCO5,-84.229,38.857,US,United States,USOH0629:1:US,"Moscow, Ohio, United States",Moscow
KNYMOUNT48,-73.837,40.913,US,United States,USNY0963:1:US,"Mount Vernon, New York, United States",Mount Vernon
KILMOUNT146,-88.903,38.317,US,United States,USIL0815:1:US,"Mount Vernon, Illinois, United States",Mount Vernon
KWAMOUNT194,-122.326,48.42,US,United States,USWA0288:1:US,"Mount Vernon, Washington, United States",Mount Vernon
KOHMOUNT29,-82.486,40.393,US,United States,USOH0641:1:US,"Mount Vernon, Ohio, United States",Mount Vernon
KKYMOUNT34,-84.34,37.353,US,United States,USKY1177:1:US,"Mount Vernon, Kentucky, United States",Mount Vernon
KMOMOUNT15,-93.819,37.104,US,United States,USMO0618:1:US,"Mount Vernon, Missouri, United States",Mount Vernon
KGAMOUNT5,-82.595,32.179,US,United States,USGA0396:1:US,"Mount Vernon, Georgia, United States",Mount Vernon
KINMTVER2,-87.895,37.94,US,United States,USIN0450:1:US,"Mount Vernon, Indiana, United States",Mount Vernon
KTXMOUNT160,-95.223,33.185,US,United States,USTX0925:1:US,"Mount Vernon, Texas, United States",Mount Vernon
KCAMOUNT419,-122.083,37.389,US,United States,USCA0746:1:US,"Mountain View, California, United States",Mountain View
KARMOUNT157,-92.118,35.868,US,United States,USAR0398:1:US,"Mountain View, Arkansas, United States",Mountain View
KHIMOUNT21,-155.106,19.558,US,United States,USHI0066:1:US,"Mountain View, Hawaii, United States",Mountain View
KMOMOUNT20,-91.704,36.995,US,United States,USMO0620:1:US,"Mountain View, Missouri, United States",Mountain View
KOKMOUNT8,-98.746,35.098,US,United States,USOK0371:1:US,"Mountain View, Oklahoma, United States",Mountain View
IPERREFI12,7.37,47.28,CH,Switzerland,CHXX0486:1:CH,"Moutier, Bern, Switzerland",Moutier
IMULHO8,7.339,47.747,FR,France,FRXX0071:1:FR,"Mulhouse, Haut-Rhin, France",Mulhouse
IMUMBAI13,72.877,19.076,IN,India,INMH0881:1:IN,"Mumbai, Maharashtra, India",Mumbai
IMUMBA2,72.823,18.979,IN,India,INMH1642:1:IN,"Mumbai Central, Mumbai, Mumbai City, Maharashtra, India",Mumbai
IMUMBA2,72.843,18.944,IN,India,INMH0141:1:IN,"Mumbai Port Trust, Mazgaon, Mumbai, Mumbai City, Maharashtra, India",Mumbai
IMUNIC311,11.577,48.137,DE,Germany,DEOB0914:1:DE,"Munich, Bavaria, Germany",Munich
KNDMUNIC4,-98.833,48.669,US,United States,USND0251:1:US,"Munich, North Dakota, United States",Munich
IMNSTER163,7.625,51.963,DE,Germany,DEXX0088:1:DE,"Münster, North Rhine-Westphalia, Germany",Münster
INRWMNST2,7.614,51.981,DE,Germany,DEMU0481:1:DE,"Münster-Uppenberg, Münster, North Rhine-Westphalia, Germany",Münster
IMNSTE131,11.833,47.422,AT,Austria,ATTO0543:1:AT,"Münster, Tyrol, Austria",Münster
IMNSTER185,8.867,49.923,DE,Germany,DEHE0088:1:DE,"Münster, Hesse, Germany",Münster
IMNSTER161,10.901,48.624,DE,Germany,DEBY3419:1:DE,"Münster, Bavaria, Germany",Münster
IMURCI64,-1.131,37.992,ES,Spain,ESXX0059:1:ES,"Murcia, Region of Murcia, Spain",Murcia
IMURCI100,123.04,10.607,PH,Philippines,PHNO0108:1:PH,"Murcia, Negros Occidental, Philippines",Murcia
KTNMURFR240,-86.392,35.846,US,United States,USTN0356:1:US,"Murfreesboro, Tennessee, United States",Murfreesboro
KNCMURFR17,-77.099,36.442,US,United States,USNC0846:1:US,"Murfreesboro, North Carolina, United States",Murfreesboro
KARMURFR1,-93.69,34.062,US,United States,USAR0401:1:US,"Murfreesboro, Arkansas, United States",Murfreesboro
IMYKON1,25.334,37.441,GR,Greece,GRXX7866:1:GR,"Mykonos, South Aegean, Greece",Mykonos
IMYTIL1,26.554,39.106,GR,Greece,GRXI0096:1:GR,"Mytilene, North Aegean, Greece",Mytilene
INADI4,177.413,-17.774,FJ,Fiji,FJXX1009:1:FJ,"Nadi, Western, Fiji",Nadi
INAGOYA69,136.9,35.185,JP,Japan,JPXX1935:1:JP,"Nagoya, Aichi, Japan",Nagoya
KNCNAGSH37,-75.624,35.957,US,United States,USNC0479:1:US,"Nags Head, North Carolina, United States",Nags Head
I110NAIR2,36.817,-1.283,KE,Kenya,KEXX0009:1:KE,"Nairobi Central, Nairobi, Kenya",Nairobi
I110NAIR2,36.817,-1.317,KE,Kenya,KEXX3804:1:KE,"Nairobi West, Nairobi, Kenya",Nairobi
I110NAIR2,36.838,-1.311,KE,Kenya,KEXX3805:1:KE,"Nairobi South, Nairobi, Kenya",Nairobi
INAMUR91,4.866,50.467,BE,Belgium,BEXX8421:1:BE,"Namur, Namur, Belgium",Namur
IBOILEAU2,-74.93,45.896,CA,Canada,CAQC3165:1:CA,"Namur, Quebec, Canada",Namur
INANAI79,-123.938,49.164,CA,Canada,CAXX0313:1:CA,"Nanaimo, British Columbia, Canada",Nanaimo
INANCY145,6.183,48.694,FR,France,FRXX5361:1:FR,"Nancy, Meurthe-et-Moselle, France",Nancy
KKYNANCY8,-84.748,37.072,US,United States,USKY1187:1:US,"Nancy, Kentucky, United States",Nancy
INANTE30,-1.554,47.219,FR,France,FRXX0072:1:FR,"Nantes, Loire-Atlantique, France",Nantes
ITACIB5,-51.238,-22.619,BR,Brazil,BRSP1364:1:BR,"Nantes, São Paulo, Brazil",Nantes
IQUBECSA56,-71.021,45.63,CA,Canada,CAQC3168:1:CA,"Nantes, Quebec, Canada",Nantes
KCANAPA233,-122.286,38.297,US,United States,USCA0750:1:US,"Napa, California, United States",Napa
INARBO13,3.004,43.184,FR,France,FRXX0338:1:FR,"Narbonne, Aude, France",Narbonne
IKUZYOMK5,28.199,59.379,EE,Estonia,EEXX0008:1:EE,"Narva, Ida-Viru, Estonia",Narva
IHYDERAB21,77.677,16.478,IN,India,INXX8113:1:IN,"Narva, Telangana, India",Narva
KNHNASHU153,-71.468,42.766,US,United States,USNH0156:1:US,"Nashua, New Hampshire, United States",Nashua
KIANASHU2,-92.536,42.953,US,United States,USIA0606:1:US,"Nashua, Iowa, United States",Nashua
KMTNASHU6,-106.356,48.132,US,United States,USMT0238:1:US,"Nashua, Montana, United States",Nashua
KMNNORCR2,-96.308,46.037,US,United States,USMN0526:1:US,"Nashua, Minnesota, United States",Nashua
KTNNASHV576,-86.774,36.162,US,United States,USTN0357:1:US,"Nashville, Tennessee, United States",Nashville
KNCNASHV21,-77.966,35.975,US,United States,USNC0482:1:US,"Nashville, North Carolina, United States",Nashville
KARNASHV15,-93.847,33.946,US,United States,USAR0402:1:US,"Nashville, Arkansas, United States",Nashville
KGANASHV13,-83.25,31.207,US,United States,USGA0403:1:US,"Nashville, Georgia, United States",Nashville
KILNASHV10,-89.381,38.343,US,United States,USIL0829:1:US,"Nashville, Illinois, United States",Nashville
KINNASHV2,-86.251,39.207,US,United States,USIN0457:1:US,"Nashville, Indiana, United States",Nashville
KMINASHV7,-85.093,42.603,US,United States,USMI0588:1:US,"Nashville, Michigan, United States",Nashville
KOHLAKEV6,-82.112,40.596,US,United States,USOH0650:1:US,"Nashville, Ohio, United States",Nashville
INASSA4,-77.398,25.032,BS,The Bahamas,BSXX0322:1:BS,"Nassau, New Providence, The Bahamas",Nassau
KNYNASSA20,-73.61,42.516,US,United States,USNY0973:1:US,"Nassau, New York, United States",Nassau
IDAUSENA4,7.8,50.315,DE,Germany,DEKO0045:1:DE,"Nassau, Rhineland-Palatinate, Germany",Nassau
KMNMADIS29,-96.44,45.066,US,United States,USMN0528:1:US,"Nassau, Minnesota, United States",Nassau
INAXOS4,25.383,37.101,GR,Greece,GRXX0041:1:GR,"Naxos, South Aegean, Greece",Naxos
KPANAZAR4,-75.311,40.742,US,United States,USPA1133:1:US,"Nazareth, Pennsylvania, United States",Nazareth
INAZAR13,3.596,50.96,BE,Belgium,BEXX2013:1:BE,"Nazareth, East Flanders, Belgium",Nazareth
INAZAR12,35.305,32.707,IL,Israel,ILXX0060:1:IL,"Nazareth, Northern District, Israel",Nazareth
KMIKALAM32,-85.538,42.319,US,United States,USMI0992:1:US,"Nazareth, Michigan, United States",Nazareth
KTXNAZAR1,-102.099,34.542,US,United States,USTX0942:1:US,"Nazareth, Texas, United States",Nazareth
INDHIMEU2,15.047,12.113,TD,Chad,TDXX0003:1:TD,"N'Djamena, N'Djamena, Chad",N'Djamena
IJAMAICA3,-78.352,18.242,JM,Jamaica,JMXX2043:1:JM,"Negril, Westmoreland, Jamaica",Negril
INELSO35,-2.212,53.836,GB,United Kingdom,GBNW0983:1:GB,"Nelson, Lancashire, England, United Kingdom",Nelson
INELSO84,173.284,-41.271,NZ,New Zealand,NZXX0026:1:NZ,"Nelson, Nelson, New Zealand",Nelson
ISFLLAMB2,-60.762,-31.267,AR,Argentina,ARSF3032:1:AR,"Nelson, Santa Fe, Argentina",Nelson
INELSO86,-117.29,49.495,CA,Canada,CAXX7217:1:CA,"Nelson, British Columbia, Canada",Nelson
KMOMARSH49,-93.033,38.995,US,United States,USMO0626:1:US,"Nelson, Missouri, United States",Nelson
INERJA19,-3.879,36.747,ES,Spain,ESMA0106:1:ES,"Nerja, Málaga, Spain",Nerja
INETANYA3,34.857,32.329,IL,Israel,ILXX0580:1:IL,"Netanya, Central District, Israel",Netanya
INEVERS9,3.158,46.988,FR,France,FRXX0164:1:FR,"Nevers, Nièvre, France",Nevers
KCTNEWHA32,-72.925,41.308,US,United States,USCT0135:1:US,"New Haven, Connecticut, United States",New Haven
KINNEWHA48,-85.017,41.073,US,United States,USIN0465:1:US,"New Haven, Indiana, United States",New Haven
KMINEWHA19,-82.801,42.729,US,United States,USMI0598:1:US,"New Haven, Michigan, United States",New Haven
KKYNEWHA10,-85.591,37.658,US,United States,USKY1195:1:US,"New Haven, Kentucky, United States",New Haven
KMONEWHA5,-91.219,38.608,US,United States,USMO0635:1:US,"New Haven, Missouri, United States",New Haven
KVTNEWHA3,-73.154,44.124,US,United States,USVT0154:1:US,"New Haven, Vermont, United States",New Haven
KOHPLYMO2,-82.682,41.032,US,United States,USOH0666:1:US,"New Haven, Ohio, United States",New Haven
KWVNEWHA10,-81.973,38.986,US,United States,USWV0534:1:US,"New Haven, West Virginia, United States",New Haven
KILNEWHA1,-88.129,37.909,US,United States,USIL0845:1:US,"New Haven, Illinois, United States",New Haven
KCTNEWLO15,-72.1,41.356,US,United States,USCT0136:1:US,"New London, Connecticut, United States",New London
KNHNEWLO30,-71.985,43.414,US,United States,USNH0162:1:US,"New London, New Hampshire, United States",New London
KOHNEWLO6,-82.4,41.085,US,United States,USOH0671:1:US,"New London, Ohio, United States",New London
KWINEWLO7,-88.74,44.393,US,United States,USWI0494:1:US,"New London, Wisconsin, United States",New London
KMNNEWLO8,-94.944,45.301,US,United States,USMN0537:1:US,"New London, Minnesota, United States",New London
KNCNEWLO13,-80.219,35.443,US,United States,USNC0486:1:US,"New London, North Carolina, United States",New London
KMONEWLO6,-91.401,39.585,US,United States,USMO0636:1:US,"New London, Missouri, United States",New London
KIANEWLO10,-91.401,40.927,US,United States,USIA0614:1:US,"New London, Iowa, United States",New London
KTXOVERT4,-94.941,32.238,US,United States,USTX0954:1:US,"New London, Texas, United States",New London
KLANEWOR63,-90.07,29.95,US,United States,USLA0338:1:US,"New Orleans, Louisiana, United States",New Orleans
KLANEWOR417,-89.955,30.063,US,United States,USLA0340:1:US,"New Orleans East, New Orleans, Louisiana, United States",New Orleans
KFLNEWSM30,-80.927,29.026,US,United States,USFL0342:1:US,"New Smyrna Beach, Florida, United States",New Smyrna Beach
KNYNEWYO828,-73.987,40.731,US,United States,USNY0996:1:US,"New York City, New York, United States",New York City
KNYNEWYO1709,-73.866,40.675,US,United States,USNY1089:1:US,"City Line, New York City, New York, United States",New York City
KNYNEWYO1722,-73.787,40.847,US,United States,USNY1687:1:US,"City Island, New York City, New York, United States",New York City
KNYNEWYO1506,-74.008,40.71,US,United States,USNY0996:1:US,"City Hall Area, New York City, New York, United States",New York City
KNYNEWYO1018,-74.004,40.715,US,United States,USNY0996:1:US,"City Hall, New York City, New York, United States",New York City
KNYPELHA8,-73.829,40.874,US,United States,USNY1711:1:US,"Co-op City, New York City, New York, United States",New York City
KNJNEWAR36,-74.172,40.736,US,United States,USNJ0355:1:US,"Newark, New Jersey, United States",Newark
KDENEWAR145,-75.751,39.685,US,United States,USDE0043:1:US,"Newark, Delaware, United States",Newark
KOHNEWAR80,-82.401,40.058,US,United States,USOH0688:1:US,"Newark, Ohio, United States",Newark
KCANEWAR29,-122.04,37.53,US,United States,USCA0758:1:US,"Newark, California, United States",Newark
KNYNEWAR24,-77.095,43.047,US,United States,USNY1001:1:US,"Newark, New York, United States",Newark
KMDNEWAR12,-75.291,38.251,US,United States,USMD0288:1:US,"Newark, Maryland, United States",Newark
KILNEWAR9,-88.585,41.539,US,United States,USIL0851:1:US,"Newark, Illinois, United States",Newark
KCANEWPO169,-117.929,33.617,US,United States,USCA0764:1:US,"Newport Beach, California, United States",Newport Beach
KVANEWPO206,-76.43,36.978,US,United States,USVA0550:1:US,"Newport News, Virginia, United States",Newport News
KVANEWPO257,-76.496,37.073,US,United States,USVA0644:1:US,"Newport News Public School, Newport News, Virginia, United States",Newport News
KVANEWPO257,-76.499,37.073,US,United States,USVA0644:1:US,"Newport News Landscape Services, Newport News, Virginia, United States",Newport News
KVANEWPO247,-76.45,37.028,US,United States,USVA0550:1:US,"North Newport News, Newport News, Virginia, United States",Newport News
INORTHER43,-6.338,54.178,GB,United Kingdom,GBXX0830:1:GB,"Newry, Newry and Mourne, Northern Ireland, United Kingdom",Newry
KMEBETHE34,-70.788,44.488,US,United States,USME0273:1:US,"Newry, Maine, United States",Newry
KPADUNCA9,-78.436,40.394,US,United States,USPA1185:1:US,"Newry, Pennsylvania, United States",Newry
INHATRAN2,109.19,12.243,VN,Vietnam,VNKH0128:1:VN,"Nha Trang, Khánh Hòa, Vietnam",Nha Trang
INIAME1,2.109,13.52,NE,Niger,NEXX5386:1:NE,"Niamey, Niamey, Niger",Niamey
